Sku	Descrição	Sessão	Sub Sessão	Marca	Fabricante	NCM	Ean13	Peso	Peso com embalagem	Comprimento	Largura	Altura	Foto	Preço	Preço Promocional	Possuí estoque
19867	BRACO SUSP. SUP. TRAS.  S280 / 300 / 350 / 400 / 420 / 500 / 600 (W140) 91/99 - DLZ	Auto Peças	Bandejas E Braços	Bandejas E Braços	Mercedes Benz		6941200087054	672		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19867.jpg	27,34	27,34	S
19868	BRACO SUP. TRAS./DIANT. S280 / 300 / 350 / 400 / 420 / 500 / 600 (W140) 91/99 - DLZ	Auto Peças	Bandejas E Braços	Bandejas E Braços	Mercedes Benz		6941200087030	602		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19868.jpg	32,9	32,9	S
19870	ARTICULACAO AXIAL HILUX SW4 96/...  - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Toyota	87089990	6941200080918	775	775	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19870.jpg	32,03	32,03	S
19871	ARTICULACAO AXIAL COROLLA 02/... - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Toyota	87089990	6941200080499	550	550	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19871.jpg	33,06	33,06	S
19876	BIELETA DIANT. LE PREVIA 90/00 - DLZ	Auto Peças	Bieletas	Bieletas	Toyota	87089990	6941200085388	320		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19876.jpg	5,12	5,12	S
19877	BIELETA DIANT. LD PREVIA 90/00 - DLZ	Auto Peças	Bieletas	Bieletas	Toyota		6941200085210	500		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19877.jpg	7,97	7,97	N
19879	BIELETA DIANT. HILUX SW4 96/04 - DLZ	Auto Peças	Bieletas	DLZ	Toyota	87089990	6941200085036	356	356	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19879.jpg	28,27	28,27	S
19884	ARTICULACAO AXIAL CORDOBA / IBIZA / TOLEDO 93/... DH TRW  - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais	Seat		6941200080482	680		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19884.jpg	6,52	6,52	N
19890	PIVO INF. LD GOL 80/92 / PARATI 83/92 / VOYAGE 81/92 / SAVEIRO 82/92 - DLZ	Auto Peças	Pivôs	DLZ	Volkswagen	87089990	6941200088174	200	200	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19890.jpg	26,72	26,72	S
19891	PIVO INF. LE GOL 80/92 / PARATI 83/92 / VOYAGE 81/92 / SAVEIRO 82/92 - DLZ	Auto Peças	Pivôs	DLZ	Volkswagen	87089990	6941200088242	767	767	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19891.jpg	26,72	26,72	S
19892	PIVO GOL / PARATI / SAVEIRO 97/.... - DLZ	Auto Peças	Pivôs	DLZ	Volkswagen	87089990	6941200087795	460	460	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19892.jpg	25,11	25,11	S
19894	BRACO SUP. DIANT. LD C/PIVO E C/BUCHA SERIE 5 (E34) 525 / 530 / 535 / 540 / M5 3.6 / 3.8 90/97 - DLZ	Auto Peças	Bandejas E Braços	Bandejas E Braços	BMW	87089990	6941200086989	2783		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19894.jpg	41	41	S
19898	BRACO AUXILIAR D21 TDS 90/95 / PATHFINDER TDS 90/95 - DLZ	Auto Peças	Bandejas E Braços	DLZ	Nissan	87089990	6941200086224	1300		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19898.jpg	84,46	84,46	S
19899	BARRA DE DIRECAO CENTRAL FRONTIER / X-TERRA 2.8 98/07 - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Nissan	87089482	6941200084565	4400	4400	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19899.jpg	228,59	228,59	S
19900	ARTICULACAO AXIAL HILUX PITBULL 05/... - DLZ	Auto Peças	Articulacoes Axiais	DLZ		87089990	6941200080901	560	560	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19900.jpg	30,14	30,14	S
19901	TERMINAL DE DIRECAO LD/LE UNO 92/13 / ELBA/PREMIO 92/96 / FIORINO 92/... / TEMPRA 92/99 - DLZ	Auto Peças	Terminais	DLZ		87089990	6941200090719	454	454	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19901.jpg	30,69	30,69	S
19902	PIVO SUP. HILUX PITBULL 05/... - DLZ	Auto Peças	Pivôs	DLZ	Toyota	87089990	6941200089119	650	650	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19902.jpg	35,16	35,16	S
19904	PIVO BANDEJA LD/LE CORSA 02/12 / MONTANA 04/11 - DLZ	Auto Peças	Pivôs	DLZ	General Motors	87089990	6941200087436	500	500	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19904.jpg	36,05	36,05	S
19905	TERMINAL DE DIRECAO LD/LE HILUX PITBULL 05/15 - DLZ	Auto Peças	Terminais	DLZ		87089990	6941200090672	360	360	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19905.jpg	28,46	28,46	S
19916	KIT DE EMBREAGEM (PLATO/DISCO) SPRINTER CDI 311 / 313 / 314 OM-611LA MAR-04/DEZ-11 (VOLANTE C/ REBAIXO 7,9 MM) (SISTEMA USA ATUADOR 18624) DIAM:240 EST:26 - MECARM	Auto Peças	Embreagens	MECARM	Mercedes Benz	87089300	8051499122249	5500	5500	32.00	30	7,5	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19916.jpg	684,29	684,29	S
19919	PIVO DROP DA BARRA ESTAB. BESTA GS 98/... / SPORTAGE .../04 - DLZ	Auto Peças	Pivôs	DLZ	Kia Motors	87089990	6941200087641	478	478	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19919.jpg	40,06	40,06	S
19921	PIVO BANDEJA LD/LE COROLLA 95/08 / FIELDER 04/08 / RAV4 00/05 - DLZ	Auto Peças	Pivôs	DLZ	Toyota	87089990	6941200087429	750	750	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19921.jpg	52,14	52,14	S
19941	TERMINAL DE DIRECAO LD VW 1300/1500/1600 73/96 / BRASILIA 73/82 / VARIANT 73/80 (C/FURO OLHAL DO AMORTEC. DIRECAO) - DLZ	Auto Peças	Terminais	DLZ	Volkswagen	87089990	6941200090603	360	360	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/19941.jpg	30,63	30,63	S
20055	SEMI EIXO COMPLETO LE MEGANE 2.0/ 1.6 16V 96/99 21 DENTES C/ABS 44 DENTES (EMBAL. 4 PCS) - AUTOTEC	Auto Peças	Semi Eixos	Semi Eixos	Renault			5500		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20055.jpg	368,79	368,79	N
20056	SEMI EIXO COMPLETO LD MEGANE 2.0/ 1.6 16V 96/99 21 DENTES C/ABS 44 DENTES (EMBAL. 4 PCS) - AUTOTEC	Auto Peças	Semi Eixos	Semi Eixos	Renault		6972008286400	6200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20056.jpg	247,72	247,72	N
20059	ARTICULACAO AXIAL IDEA C/ DIRECAO 06/... - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais			6941200080932	580		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20059.jpg	29,21	29,21	N
20060	ARTICULACAO AXIAL PALIO/WEEKEND 96/00 / SIENA 98/00 S/ DIRECAO - DLZ	Auto Peças	Articulacoes Axiais	DLZ		87089990	6941200081335	589	589	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20060.jpg	27,17	27,17	S
20061	ARTICULACAO AXIAL PALIO/WEEKEND 96/00 / SIENA 98/00 / PALIO YOUNG 01/... C/ DIRECAO - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Fiat	87089990	6941200081328	581	585	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20061.jpg	28,43	28,43	S
20062	ARTICULACAO AXIAL FIESTA 94/95 / KA 96/99 / KA 99/07 C/ DIRECAO - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais			6941200080796	620		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20062.jpg	26,33	26,33	N
20063	ARTICULACAO AXIAL ESCORT/ VERONA 93/96 / ESCORT / VERONA ZETEC 97/... C/ DIRECAO HIDRAULICA TRINTER / FIESTA/ COURIER 96/99 - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais	Ford		6941200080758	563		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20063.jpg	20,5	20,5	S
20064	ARTICULACAO AXIAL FIESTA 99/05 / COURIER 99/... C/ DIRECAO - DLZ	Auto Peças	Articulacoes Axiais	DLZ	Ford	87089990	6941200080819	557	557	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20064.jpg	23,04	23,04	S
20066	TERMINAL DE DIRECAO INT. LONGO F250/350 99/... - DLZ	Auto Peças	Terminais	DLZ	Ford	87089990	6941200089935	800	800	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20066.jpg	35,63	35,63	N
20067	TERMINAL DE DIRECAO EXT. F250/350 99/... - DLZ	Auto Peças	Terminais	Terminais	Ford			1050		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20067.jpg	69,08	69,08	N
20068	TERMINAL DE DIRECAO INT. S10 / BLAZER 95/11 (CURTO) - DLZ	Auto Peças	Terminais	DLZ	General Motors	87089990	6941200089966	570	570	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20068.jpg	46,65	46,65	S
20069	ARTICULACAO AXIAL CHEVETTE / CHEVY 500 73/95 / MARAJO 80/89 - DLZ	Auto Peças	Articulacoes Axiais	DLZ	General Motors	87089990	6941200080390	665	665	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20069.jpg	25,41	25,41	N
20071	PIVO BAND. FIT 02/... - DLZ	Auto Peças	Pivôs	DLZ	Honda	87089990	6941200087245	260	260	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20071.jpg	26,93	26,93	S
20073	TERMINAL DE DIRECAO LD INT. CHEROKEE 6CC 91/01 / LAREDO 93/98 / WRANGLER 91/04 - DLZ	Auto Peças	Terminais	DLZ	JEEP	87089990	6941200090313	640	640	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20073.jpg	32,72	32,72	S
20075	PIVO BAND. INF. BESTA GS 98/... - DLZ	Auto Peças	Pivôs	DLZ	Kia Motors	87089990	6941200087252	830	830	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20075.jpg	43,85	43,85	S
20076	TERMINAL DE DIRECAO LD MB180 94/96 (24MM) - DLZ	Auto Peças	Terminais	Terminais	Mercedes Benz			930		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20076.jpg	42,1	42,1	N
20077	TERMINAL DE DIRECAO LE MB180 94/96 (20MM) - DLZ	Auto Peças	Terminais	DLZ	Mercedes Benz	87089990	6941200091136	770	770	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20077.jpg	42,09	42,09	S
20079	PIVO MB180 LD/LE 90/96 - DLZ	Auto Peças	Pivôs	DLZ		87089990	6941200088730	760	760	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20079.jpg	48,35	48,35	S
20080	PIVO SUP. FRONTIER 98/07 / X-TERRA 98/09 - DLZ	Auto Peças	Pivôs	DLZ	Nissan	87089990	6941200089089	583	583	50.00	21	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20080.jpg	52,63	52,63	S
20081	PIVO INF. FRONTIER 98/... - DLZ	Auto Peças	Pivôs	DLZ	Nissan	87089990	6941200088082	850	850	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20081.jpg	60,01	60,01	S
20082	PIVO SUP. MASTER 02/... - DLZ	Auto Peças	Pivôs	DLZ	Renault	87089990	6941200089188	633	633	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20082.jpg	42,78	42,78	S
20083	PIVO INF. MASTER 02/07 (PINO 22MM) - DLZ	Auto Peças	Pivôs	DLZ	Renault	87089990	6941200088297	451	451	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20083.jpg	36,68	36,68	S
20085	BIELETA DIANT. LD TAURUS 96/... - DLZ	Auto Peças	Bieletas	Bieletas	Ford	87089990	6941200085227	700		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20085.jpg	8,78	8,78	S
20086	BIELETA DIANT. LE TAURUS 96/... - DLZ	Auto Peças	Bieletas	Bieletas	Ford	87089990	6941200085395	483		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20086.jpg	8,78	8,78	S
20091	TERMINAL DE DIRECAO LE FUSCA 73/96 / BRASILIA 73/82 / KOMBI 78/03 / VARIANT 73/80 - DLZ	Auto Peças	Terminais	DLZ	Volkswagen	87089990	6941200091013	340	340	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20091.jpg	24,6	24,6	N
20092	TERMINAL DE DIRECAO LD FUSCA 73/96 / BRASILIA 73/82 / KOMBI 78/03 / VARIANT 73/80 - DLZ	Auto Peças	Terminais	DLZ	Volkswagen	87089990	6941200090276	340	340	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20092.jpg	24,6	24,6	S
20093	TERMINAL DE DIRECAO GOL 95/97 / PARATI 84/06 / VOYAGE 94/94 / SAVEIRO 84/06 C/ DIRECAO HIDRAULICA - DLZ	Auto Peças	Terminais	DLZ		87089990	6941200089843	280	280	0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20093.jpg	24,42	24,42	S
20094	BARRA DE DIRECAO LD LAT. FIXA GOL/ PARATI 95/97 - DLZ	Auto Peças	Barras	Barras			6941200084671	1100		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20094.jpg	70,84	70,84	N
20096	ARTICULACAO AXIAL 145/155 ... /94 / 147 97/... COMP. 288MM - DLZ	Auto Peças	Articulacoes Axiais	Articulacoes Axiais	Alfa Romeo	87089910	6941200080017	500		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20096.jpg	7,69	7,69	S
20098	ALTERNADOR 90A FOCUS 2.0 16V 04/... / MONDEO 2.0 16V 02/... / ECOSPORT 2.0 16V 03/... DURATECH (90A) (EMBAL. 4 PCS) - DRIVETEC	Auto Peças	Alternadores	DRIVETEC	Ford	85115010	7908304817153	5400		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20098.jpg	1039,54	1039,54	S
20099	ALTERNADOR BESTA 2.2 93/97 / SPORTAGE 2.2 95/98 60A - DRIVETEC	Auto Peças	Alternadores	Alternadores	Kia Motors		7908304817160	6700		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20099.jpg	814,05	814,05	N
20127	ANEL DE SEGMENTO 0,50 TOWNER 93/97 MEDIDA 70,5 X 1,2 X 1,5 X 2,8 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Asia Motors		7908304834808	85		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20127.jpg	75,11	75,11	N
20140	ANEL DE SEGMENTO STD PATHFINDER 3.0 V6 12V 93/... SOHC VG30E MEDIDA 87,0 X 1,5 X 1,5 X 2,8 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Nissan		7908304835775	210		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20140.jpg	29,9	29,9	N
20141	ANEL DE SEGMENTO STD PATHFINDER 3.0 V6 12V VG30E MEDIDA 87,0 X 2,0 X 1,5 X 2,8 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Nissan		7908304835782	220		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20141.jpg	29,9	29,9	N
20148	ANEL DE SEGMENTO STD COROLLA 1.8 1ZZFE MEDIDA 79,0 X 1,2 X 1,2 X 3,0 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Toyota		7908304835805	105		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20148.jpg	100,71	100,71	N
20168	ANEL DE SEGMENTO STD XSARA 1.6 8V XU5JP BFZ/ XSARA 1.8 16V 93/97 / BERLINGO 1.8 8V/ ZX 1.9 8V/ 306/405/PARTNER 1.8 8V/16V XU5JP BFZ 93/97 MEDIDA 83,0 X 1,5 X 1,5 X 3,0 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Citroen	84099116	7908304835898	150		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20168.jpg	115,52	115,52	S
20168	ANEL DE SEGMENTO STD XSARA 1.6 8V XU5JP BFZ/ XSARA 1.8 16V 93/97 / BERLINGO 1.8 8V/ ZX 1.9 8V/ 306/405/PARTNER 1.8 8V/16V XU5JP BFZ 93/97 MEDIDA 83,0 X 1,5 X 1,5 X 3,0 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Peugeot	84099116	7908304835898	150		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20168.jpg	115,52	115,52	S
20169	ANEL DE SEGMENTO STD ZX/405 1.6 MEDIDA 83,0 X 1,5 X 1,5 X 4,0 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Citroen		7908304835904	180		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20169.jpg	25,63	25,63	S
20169	ANEL DE SEGMENTO STD ZX/405 1.6 MEDIDA 83,0 X 1,5 X 1,5 X 4,0 - FRONTIER	Auto Peças	Anéis De Segmento	Anéis De Segmento	Peugeot		7908304835904	180		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20169.jpg	25,63	25,63	S
20182	VALVULA DE ADMISSAO 318I / 750I  41 9X7X104 - FRONTIER	Auto Peças	Válvulas	Válvulas			7908304841301	75		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20182.jpg	3,86	3,86	N
20183	VALVULA DE ESCAPE 318I / 750I  35 9X7X103 - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841417	70		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20183.jpg	4,52	4,52	S
20200	VALVULA DE ADMISSAO ATOS G4CH  23X5 5X100 3   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841318	30		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20200.jpg	4,84	4,84	S
20203	VALVULA DE ESCAPE PROTEGE BP  28 1X6X101 5   - FRONTIER	Auto Peças	Válvulas	Válvulas			7908304841424	1360		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20203.jpg	3,63	3,63	N
20214	VALVULA DE ADMISSAO SAMURAI / SWIFT G13A  36X7X115,5 (VENDA EM MULTIPLOS DE 4 PEÇAS) - FRONTIER	Auto Peças	Válvulas	Válvulas			7908304841332	200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20214.jpg	3,92	3,92	N
20218	VALVULA DE ADMISSAO CAMRY 3VZFE  34X6X95 2   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841349	55		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20218.jpg	3,03	3,03	S
20219	VALVULA DE ESCAPE CAMRY 3VZFE  27 3X6X95   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841431	200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20219.jpg	4,52	4,52	S
20229	VALVULA DE ESCAPE HILUX 3VZ-FE  35X8X104 2   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841455	300		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20229.jpg	3,63	3,63	S
20253	VALVULA DE ADMISSAO 155 16V  44X8X116   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841370	115		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20253.jpg	3,03	3,03	S
20254	VALVULA DE ESCAPE 155 16V  38X8X119 4   - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841462	200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20254.jpg	3,63	3,63	S
20266	VALVULA DE ESCAPE LAGUNA V6 3.0 12V Z7X  39X8X111 5   - FRONTIER	Auto Peças	Válvulas	Válvulas			7908304841479	200		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20266.jpg	4,24	4,24	N
20267	VALVULA DE ADMISSAO TRAFIC DIESEL J8S 40 3X8X111 6  - FRONTIER	Auto Peças	Válvulas	Válvulas		84099114	7908304841394	95		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20267.jpg	3,63	3,63	S
20291	BRONZINA MANCAL STD FEROZA 1.3 HD - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Daihatsu	84833029	7908304857609	205		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20291.jpg	8,46	8,46	S
20292	BRONZINA BIELA STD FEROZA 1.3 HD - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Daihatsu	84833029	7908304855711	600		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20292.jpg	8,08	8,08	S
20297	BRONZINA MANCAL STD CIVIC 1.5 16V MOTOR D15B1/2/5/6/ 7 - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Honda		7908304857623	150		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20297.jpg	22,05	22,05	S
20314	BRONZINA MANCAL STD SEPHIA 1.5 16V / MX3 1.6 16V / PROTEGE 1.8 16V - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Kia Motors	84833029	7908304857630	530		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20314.jpg	15,86	15,86	S
20314	BRONZINA MANCAL STD SEPHIA 1.5 16V / MX3 1.6 16V / PROTEGE 1.8 16V - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Mazda	84833029	7908304857630	530		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20314.jpg	15,86	15,86	S
20321	BRONZINA BIELA STD LANCER 1.8 4G93 - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Mitsubishi		7908304855735	540		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20321.jpg	5,44	5,44	N
20336	BRONZINA MANCAL STD SAMURAI SWIFT 1.3 G13B - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Suzuki		7908304857678	195		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20336.jpg	14,75	14,75	S
20337	BRONZINA BIELA STD SAMURAI SWIFT 1.3 G13B - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Suzuki	84833029	7908304855766	600		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20337.jpg	5,04	5,04	S
20340	BRONZINA MANCAL STD CAMRY 2.2 91/01 5SFE / CORONA 2.0 92/03 3SFE - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Toyota	84833029	7908304857685	260		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20340.jpg	12,24	12,24	S
20341	BRONZINA BIELA STD CAMRY 2.2 5SFE - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Toyota		7908304855773	155		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20341.jpg	5,79	5,79	N
20347	BRONZINA MANCAL 0,25 HILUX DIESEL ASPIRADA 2.4 2L / 2.8 3L / 3.0 5L - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Toyota	84833029	7908304856381	415		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20347.jpg	58,99	58,99	N
20356	BRONZINA BIELA STD BESTA 2.2 HW / MAZDA B2200 93/... / SPORTAGE 2.2 DIESEL MOTOR HW - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Kia Motors	84833029	7908304855810	580		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20356.jpg	30,75	30,75	S
20356	BRONZINA BIELA STD BESTA 2.2 HW / MAZDA B2200 93/... / SPORTAGE 2.2 DIESEL MOTOR HW - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Mazda	84833029	7908304855810	580		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20356.jpg	30,75	30,75	S
20362	BRONZINA MANCAL STD TOPIC 2.7 92/97 - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Asia Motors			480		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20362.jpg	79,94	79,94	N
20365	BRONZINA BIELA 0,25 TOPIC 2.7 92/97 - FRONTIER	Auto Peças	Bronzinas	Bronzinas	Asia Motors		7908304854264	305		0.00	0	0	https://www.isapab2b.com.br/Oracle Content/B2B (Infra Ti)/Auto/big/20365.jpg	46,71	46,71	N
